,links,Grantee,Purpose,Amount,Program,Date,Overview
757,https://hewlett.org/grants/boston-university-for-the-institute-for-sustainable-energys-role-of-the-grid-on-the-path-to-2050-project/,Boston University,For The Institute For Sustainable Energy's Role Of The Grid On The Path To 2050 Project,"$30,000",Environment,11/3/2016,   
758,https://hewlett.org/grants/hip-hop-caucus-education-fund-for-general-operating-support/,Hip Hop Caucus Education Fund,For General Operating Support,"$900,000",Environment,11/3/2016,"The Hip Hop Caucus is a national organization that works with musicians and other influential artists and entertainers to mobilize hip hop fans and others for climate action and social justice. The organization is unique in its ability to pair traditional policy advocacy campaigns with cultural tools like concerts and fashion. Hip Hop Caucus strengthens campaigns for clean energy and clean air by broadening and diversifying them. This general support grant will allow the organization to increase the production and distribution of culture-based advocacy products, such as songs, music videos, and events, while simultaneously increasing grassroots and grasstops advocacy engagement.  "
759,https://hewlett.org/grants/university-of-california-at-berkeley-for-workforce-and-equity-issues-in-the-clean-energy-transition/,University of California at Berkeley,For Workforce And Equity Issues In The Clean Energy Transition,"$100,000",Environment,11/1/2016,   
760,https://hewlett.org/grants/international-council-on-clean-transportation-for-accelerating-electric-vehicles-in-india/,International Council on Clean Transportation,For Accelerating Electric Vehicles In India,"$70,000",Environment,11/1/2016,   
761,https://hewlett.org/grants/environment-california-research-and-policy-center-for-the-charge-ahead-california-campaign-0/,Environment California Research and Policy Center,For The Charge Ahead California Campaign,"$300,000",Environment,11/1/2016,"Environment California is a leader of the Charge Ahead campaign, which works to ensure that California meets its goal of placing one million clean electric vehicles on the road by 2023 and 1.5 million by 2025. As of today, 224,000 electric vehicles have been sold. The priorities for the coming year include strengthening the Zero Emissions Vehicle Mandate in California, and improving the implementation of the Charge Ahead Initiative programs for low-income communities. In addition, the organization will support the efforts of the City of Los Angeles, both as a new ally and to serve as a model for the implementation of electric mobility.  "
762,https://hewlett.org/grants/greenpeace-fund-for-the-global-coal-and-air-pollution-program/,Greenpeace Fund,For The Global Coal And Air Pollution Program,"$1,000,000",Environment,11/1/2016,This grant will fund the Greenpeace Fund's international clean energy work. Greenpeace promotes alternatives to fossil fuels around the world through exposés and creative media. It was the first NGO in China to address coal as the major source of China's air pollution. This grant will help fund clean energy work in East Asia and around the world.  
763,https://hewlett.org/grants/the-solar-foundation-for-an-annual-solar-jobs-survey-0/,The Solar Foundation,For An Annual Solar Jobs Survey,"$100,000",Environment,11/1/2016,   
764,https://hewlett.org/grants/clean-air-task-force-for-the-center-for-carbon-removal/,Clean Air Task Force,For The Center For Carbon Removal,"$200,000",Environment,11/1/2016,"This grant will fund the establishment of the Center for Carbon Removal. The center is a think tank dedicated to educating opinion leaders, stakeholders, and the general public about carbon removal. Their goal is to communicate the urgency of safe, sustainable, and equitable development of carbon removal solutions to meet global climate commitments.  "
765,https://hewlett.org/grants/resources-legacy-fund-for-the-preserving-outdoor-heritage-program/,Resources Legacy Fund,For The Preserving Outdoor Heritage Program,"$600,000",Environment,11/1/2016,The goal of Resources Legacy Fund’s Outdoor Heritage program is to preserve and protect the public lands and waters of our country for future generations. This grant supports the program’s efforts to educate the public and decision makers on the importance of balanced management of Western public landscapes that are important to the ecological and economic future of the region. Western Conservation
766,https://hewlett.org/grants/asian-pacific-environmental-network-for-general-operating-support-2/,Asian Pacific Environmental Network,For General Operating Support,"$50,000",Environment,10/27/2016,   
767,https://hewlett.org/grants/national-audubon-society-for-support-of-the-regional-integrated-sagebrush-campaign-project-4/,National Audubon Society,For Support Of The Regional Integrated Sagebrush Campaign Project,"$275,000",Environment,10/27/2016,"Federal and state agencies reached an historic agreement in 2015 to protect declining sage grouse populations in the West without having to resort to the species’ protection under the Endangered Species Act. This grant will support the Society’s work to ensure the sage grouse agreement is properly implemented. Audubon will use the grant to produce scientific analyses of how well sage grouse plans are being implemented, coordinate mitigation strategies with federal and state agencies, and engage a broad array of local stakeholders in successful implementation of sage grouse plans. Western Conservation"
768,https://hewlett.org/grants/vote-solar-for-advancing-solar-in-florida-program/,Vote Solar,For Advancing Solar In Florida Program,"$440,000",Environment,10/27/2016,"Vote Solar is a national nonprofit organization working to foster economic opportunity, promote energy security, and fight climate change by making solar a mainstream energy resource. The organization works at the state level across the country to support policies and programs aimed at re-powering the grid with sunshine. This funding will support its program to advance solar in Florida, allowing it to hire a technical expert to engage in key regulatory dockets in Florida and other southeastern states. Funding will also allow it to broaden a coalition of pro-solar business and conservative leaders, and provide support and advice to community-based groups that want to promote solar for low-income communities.  "
769,https://hewlett.org/grants/energy-foundation-for-support-of-the-grid-lab-project/,Energy Foundation,For Support Of The Grid Lab Project,"$500,000",Environment,10/23/2016,"The Energy Foundation’s Grid Lab project will provide credible and targeted information to educate policymakers on ways to eliminate barriers to integrating large amounts of renewable energy onto the electricity grid. As the economics of clean energy improve relative to dirty sources, there is an urgent need to remove market and policy barriers to ensure a rapid transition to a reliable, economically efficient, and low-carbon future.  "
770,https://hewlett.org/grants/new-venture-fund-for-support-of-the-2020-climate-education-fund/,New Venture Fund,For Support Of The 2020 Climate Education Fund,"$1,000,000",Environment,10/23/2016,"New Venture Fund is the fiscal sponsor of the 2020 Climate Education Fund, which seeks to engage young people and people of color in support of climate and clean energy policies at the state and local level. The 2020 Climate Education Fund will re-grant funds to build capacity for these groups to engage more fully, while also providing additional support in terms of strategic advice, coalition management, and fundraising support.  "
771,https://hewlett.org/grants/rockefeller-family-fund-for-general-operating-support-0/,Rockefeller Family Fund,For General Operating Support,"$300,000",Environment,10/23/2016,The Rockefeller Family Fund is a public charity working to avoid the worst impacts of climate change by expanding the use of clean energy and reducing reliance on high-carbon energy.  
772,https://hewlett.org/grants/center-for-large-landscape-conservation-for-general-operating-support/,Center for Large Landscape Conservation,For General Operating Support,"$75,000",Environment,10/20/2016,  Western Conservation
773,https://hewlett.org/grants/resources-legacy-fund-for-general-operating-support-4/,Resources Legacy Fund,For General Operating Support,"$100,000",Environment,10/20/2016,  Western Conservation
774,https://hewlett.org/grants/conservation-colorado-education-fund-for-management-and-leadership-skills-and-succession-planning/,Conservation Colorado Education Fund,For Management And Leadership Skills And Succession Planning,"$18,000",Environment,10/18/2016,  Western Conservation
775,https://hewlett.org/grants/natural-resources-defense-council-for-the-climate-change-and-clean-energy-india-initiative/,Natural Resources Defense Council,For The Climate Change And Clean Energy India Initiative,"$500,000",Environment,10/18/2016,"This grant will support the Natural Resources Defense Council’s (NRDC) growing clean-energy programs in India. The India office plays a lead role on work on HFCs, air pollution, clean energy finance, and energy efficiency.  "
776,https://hewlett.org/grants/western-conservation-foundation-for-the-ocean-protection-program/,Western Conservation Foundation,For The Ocean Protection Program,"$150,000",Environment,10/14/2016,  Western Conservation
777,https://hewlett.org/grants/aligned-intermediary-for-investor-education-in-climate-infrastructure/,Aligned Intermediary,For Investor Education In Climate Infrastructure,"$200,000",Environment,10/14/2016,"The Aligned Intermediary’s (AI) mission is to accelerate and create the flow of private capital from long-term investors into climate infrastructure in order to enable an energy transition and avoid the worst impacts of climate change. This grant will fund the Intermediary’s work to educate long-term investors and the public with investor materials, lessons learned, and successes based on the AI model. The purpose of educating investors is to catalyze the larger long-term investor community to participate in the climate infrastructure sector.  "
778,https://hewlett.org/grants/earthworks-for-the-oil-and-gas-accountability-project-1/,Earthworks,For The Oil And Gas Accountability Project,"$200,000",Environment,10/14/2016,"Earthworks protects communities and the environment from the adverse impacts of mineral and energy development in the United States, while promoting sustainable solutions. With this renewed support, Earthworks will concentrate on advocating for regulations and policies that protect climate and health in oil-producing regions of California, Colorado, New Mexico, and Texas.  "
779,https://hewlett.org/grants/greenlining-institute-for-the-environment-equity-program/,Greenlining Institute,For The Environment Equity Program,"$300,000",Environment,10/13/2016,"The Greenlining Institute helps communities of color thrive with policy advocacy, community and coalition building, and research and leadership development. This grant will support its Environmental Equity Program. The specific goal of the program is to ensure all communities in California have access to clean and low-carbon energy and transportation.  "
780,https://hewlett.org/grants/silicon-valley-community-foundation-for-support-of-the-transportation-justice-alliance-project/,Silicon Valley Community Foundation,For Support Of The Transportation Justice Alliance Project,"$140,000",Environment,10/10/2016,   
781,https://hewlett.org/grants/backcountry-hunters-and-anglers-for-general-operating-support-3/,Backcountry Hunters and Anglers,For General Operating Support,"$150,000",Environment,10/10/2016,  Western Conservation
782,https://hewlett.org/grants/regeneration-project-for-support-of-the-oakland-green-jobs-project/,Regeneration Project,For Support Of The Oakland Green Jobs Project,"$25,000",Environment,10/6/2016,   
783,https://hewlett.org/grants/sonoran-institute-for-the-desert-rivers-initiative-0/,Sonoran Institute,For The Desert Rivers Initiative,"$200,000",Environment,10/6/2016,"The goal of the Desert Rivers Initiative is to ensure that the Colorado River delta and estuary are restored with water flows that create habitat that sustains a diversity of wildlife, and provides community and economic benefits in the face of climate change. The Sonoran Institute will work to preserve and enhance river flows in the Rio Hardy River, which flows into the Colorado; ensure that water is used for the environment and community well-being; and build a broad base of support for river conservation and restoration in both the United States and Mexico. Western Conservation"
784,https://hewlett.org/grants/league-of-conservation-voters-education-fund-for-the-chispa-program/,League of Conservation Voters Education Fund,For The Chispa Program,"$600,000",Environment,10/6/2016,"Chispa is a Spanish word that translates to ""spark."" It is also the name of the Latino organizing program within the League of Conservation Voters Education Fund. Through community-based organizing, Chispa builds the leadership of Latino families in the environmental movement so they can play key roles in winning local and statewide policy change for climate justice. Chispa is also diversifying the climate movement by engaging, training, and supporting Latino activists and leaders.  "
785,https://hewlett.org/grants/national-parks-and-conservation-association-for-the-west-national-parks-energy-program-0/,National Parks and Conservation Association,For The West National Parks Energy Program,"$100,000",Environment,10/6/2016,  Western Conservation
786,https://hewlett.org/grants/theodore-roosevelt-conservation-partnership-for-communications-planning/,Theodore Roosevelt Conservation Partnership,For Communications Planning,"$30,000",Environment,10/4/2016,  Western Conservation
787,https://hewlett.org/grants/sierra-club-foundation-for-focusing-momentum-on-electric-vehicle-solutions/,Sierra Club Foundation,For Focusing Momentum On Electric Vehicle Solutions,"$400,000",Environment,10/4/2016,"The mission of the Sierra Club’s Beyond Oil campaign is to protect communities and the climate by cutting overall consumption of oil in the United States in half over the next 20 years, 50 percent by 2030 (compared to 2005). With this renewed support, the campaign will work to promote electric vehicles, with the goal of having 10 million electric vehicles on the road in the U.S. by 2025, and ultimately having all cars and buses powered by 100 percent clean energy. The Sierra Club Foundation will work in policy advocacy and strategic communications to deliver the proposed outcomes.  "
788,https://hewlett.org/grants/new-venture-fund-for-the-salmon-state-project-0/,New Venture Fund,For The Salmon State Project,"$200,000",Environment,10/3/2016,"Salmon supports a substantial part of Alaska’s economy, helps maintain subsistence fishing rights, and provides recreational fishing opportunities. The New Venture Fund’s Salmon State program seeks to secure state and federal policies in Alaska to protect the most important salmon spawning watersheds in the state necessary to support the state’s economy and the rights of Native Alaskans. The program will engage scientists; educate state and federal decision makers on its findings; and build support among commercial and sport fishermen, Native American tribes, and the public. Western Conservation"
789,https://hewlett.org/grants/colorado-college-for-public-opinion-research-3/,Colorado College,For Public Opinion Research,"$190,000",Environment,10/3/2016,  Western Conservation
790,https://hewlett.org/grants/climateworks-foundation-for-accelerating-philanthropic-support-for-climate-solutions/,ClimateWorks Foundation,For Accelerating Philanthropic Support For Climate Solutions,"$250,000",Environment,9/22/2016,The Climate Mitigation Philanthropy Accelerator Platform Project is a collaboration of foundations to effectively utilize their assets in collaboration with grantees to increase climate mitigation philanthropy worldwide.  
791,https://hewlett.org/grants/resources-legacy-fund-for-strategic-planning/,Resources Legacy Fund,For Strategic Planning,"$40,000",Environment,9/20/2016,  Western Conservation
792,https://hewlett.org/grants/wilderness-society-for-leadership-development/,Wilderness Society,For Leadership Development,"$40,000",Environment,9/20/2016,  Western Conservation
793,https://hewlett.org/grants/taxpayers-for-common-sense-for-the-energy-and-natural-resources-program-0/,Taxpayers for Common Sense,For The Energy And Natural Resources Program,"$200,000",Environment,9/14/2016,"Antiquated federal oil, gas, and coal royalty regulations cost taxpayers between $1 and $2 billion a year in lost revenues. Taxpayers for Common Sense will use this grant to educate policymakers on the need to update and reform the federal royalty system, employing its analytic skills, as well as educating the public and media on the need for change. Western Conservation"
794,https://hewlett.org/grants/catskill-mountainkeeper-for-support-of-the-building-equity-and-alignment-initiatives-clean-power-plan-forum/,Catskill Mountainkeeper,For Support Of The Building Equity And Alignment Initiative's Clean Power Plan Forum,"$100,000",Environment,9/13/2016,   
795,https://hewlett.org/grants/clasp-for-general-operating-support/,CLASP,For General Operating Support,"$400,000",Environment,9/12/2016,"CLASP works directly with governments on appliance efficiency codes and standards. It pools the best practices for appliance energy efficiency from around the world, and provides technical assistance directly to governments as they develop their codes and standards. CLASP’s work takes on even more importance as more than 50 nations specifically target energy efficiency in their commitments to the Paris climate accord.  "
796,https://hewlett.org/grants/public-land-solutions-for-general-operating-support-0/,Public Land Solutions,For General Operating Support,"$100,000",Environment,9/12/2016,  Western Conservation
797,https://hewlett.org/grants/world-resources-institute-for-support-of-the-sustainable-urban-mobility-program/,World Resources Institute,For Support Of The Sustainable Urban Mobility Program,"$675,000",Environment,9/3/2016,"The goal of World Resources Institute’s Sustainable Urban Mobility program in India is to make cities more accessible, equitable, and livable. India’s urban population will be about 600 million by 2030, and transportation is the fastest growing sector contributing to carbon emissions. World Resources Institute is working to scale up private-sector innovation and remove barriers to safe, reliable, affordable, and low-carbon transportation options for millions of urban citizens. While focusing on transport, the program also addresses problems of air pollution, safety for women, road fatalities, unequal access to economic opportunities, traffic congestion, and urban sprawl.  "
798,https://hewlett.org/grants/stanford-university-for-the-development-of-a-climate-policy-implementation-framework-0/,Stanford University,For The Development Of A Climate Policy Implementation Framework,"$50,000",Environment,9/3/2016,   
799,https://hewlett.org/grants/energy-innovation-reform-project-for-general-operating-support/,Energy Innovation Reform Project,For General Operating Support,"$350,000",Environment,9/3/2016,"The Energy Innovation Reform Project seeks to develop a dialogue on climate change within the conservative policy community. The project focuses on energy solutions that resonate with center-right interests, including mitigation technologies such as carbon capture and storage and advanced nuclear.  "
800,https://hewlett.org/grants/common-market-for-support-of-diversity-equity-and-inclusion-peer-learning-activities-and-technical-assistance/,Common Market,"For Support Of Diversity, Equity And Inclusion Peer-learning Activities And Technical Assistance","$50,000",Environment,8/25/2016,   
801,https://hewlett.org/grants/shared-use-mobility-center-for-a-project-to-support-electric-car-sharing-programs-in-california-0/,Shared Use Mobility Center,For A Project To Support Electric Car-sharing Programs In California,"$300,000",Environment,8/19/2016,"The Shared Use Mobility Center works to reduce the number of single-occupancy cars on the road, and promote shared transportation solutions in U.S. cities. This grant will enable the center to provide technical support to Los Angeles and Fresno counties to develop their shared-mobility plans. The plans include guidance for multi-modal transport options and recommendations for generating public and private funding in support of the program. The center will also support and expand the electric car-sharing pilot programs in low-income communities in the city of Los Angeles.  "
802,https://hewlett.org/grants/eno-center-for-transportation-for-support-of-the-digital-cities-project/,Eno Center for Transportation,For Support Of The Digital Cities Project,"$125,000",Environment,8/19/2016,   
803,https://hewlett.org/grants/earth-island-institute-for-the-bay-area-wilderness-training-program-3/,Earth Island Institute,For The Bay Area Wilderness Training Program,"$300,000",Environment,8/5/2016,"Bay Area Wilderness Training, a program fiscally sponsored by Earth Island, provides low-income, at-risk urban youth with the skills and resources necessary for camping and wilderness experiences. They work with youth workers and teachers in after-school programs, school districts, community centers, and a wide array of social service agencies to reach youth from different neighborhoods, and cultural and economic backgrounds. Their programs will get more than 8,000 youth outdoors.  "
804,https://hewlett.org/grants/rockefeller-brothers-fund-for-a-project-to-address-environmental-pollution-public-health-and-climate-change-in-china-2/,Rockefeller Brothers Fund,"For A Project To Address Environmental Pollution, Public Health, And Climate Change In China","$650,000",Environment,8/5/2016,"The Rockefeller Brothers Fund’s Southern China Program supports efforts to mitigate environmental pollution and greenhouse gases by building capacity in more than 30 Chinese NGOs and promoting Chinese-based philanthropy. For more than 10 years, the program has worked with local groups to highlight air and water pollution, and research institutions that support these efforts.  "
805,https://hewlett.org/grants/rose-foundation-for-communities-and-the-environment-for-support-of-the-northern-california-environmental-grassroots-fund/,Rose Foundation for Communities and the Environment,For Support Of The Northern California Environmental Grassroots Fund,"$250,000",Environment,8/5/2016,"The Northern California Environmental Grassroots Fund works to strengthen the San Francisco Bay Area’s environmental movement and increase its diversity through re-grants aimed at building the capacity of small, local organizations. Environmental health, environmental justice, air pollution, and land use are the highest funded issues. Activities during this grant period would include re-granting to small Bay Area groups working in underserved communities on parks, transit, air, and water quality, and providing capacity-building training opportunities to these groups.  "
806,https://hewlett.org/grants/outdoor-afro-for-general-operating-support/,Outdoor Afro,For General Operating Support,"$250,000",Environment,8/3/2016,"Outdoor Afro’s mission is to reconnect African Americans with nature and to uplift their roles as leaders in the conservation movement, outdoor companies, and public agencies by educating and inspiring communities using social media and hosting outdoor activities. This general operating support grant will provide base support for the organization to continue expanding its reach to communities across the U.S., including the Bay Area, and to help grow its efforts to strengthen the African American voice for conservation at the national level. Western Conservation"
807,https://hewlett.org/grants/resources-legacy-fund-for-general-operating-support-3/,Resources Legacy Fund,For General Operating Support,"$160,000",Environment,8/3/2016,  Western Conservation
808,https://hewlett.org/grants/bluegreen-alliance-foundation-for-organizational-structure-changes-to-implement-a-strategic-plan/,BlueGreen Alliance Foundation,For Organizational Structure Changes To Implement A Strategic Plan,"$50,000",Environment,8/2/2016,   
809,https://hewlett.org/grants/oil-change-international-for-the-global-subsidies-reform-campaign/,Oil Change International,For The Global Subsidies Reform Campaign,"$600,000",Environment,8/2/2016,"Oil Change International is a research, communications, and advocacy organization working domestically and internationally to increase transparency and accountability of oil and related finance industries. This grant supports a consortium within Oil Change International — including Natural Resources Defense Council, Overseas Development Institute, and Global Subsidies Initiative — in a global campaign to phaseout fossil fuel subsidies. Eliminating subsidies is a key element of the effort to reduce greenhouse gas emissions.  "
810,https://hewlett.org/grants/sierra-club-foundation-for-the-beyond-coal-campaign-4/,Sierra Club Foundation,For The Beyond Coal Campaign,"$1,260,000",Environment,8/1/2016,"The Sierra Club Foundation’s Beyond Coal Campaign is focused on reducing global warming emissions and other air pollutants by transitioning away from fossil-fired electricity and toward clean-energy sources in the United States. The campaign aims for a 100 percent clean electricity system by 2030 to improve air and water quality, protect land and wildlife, develop an efficient and resilient economy, and ensure that the U.S. meets and exceeds its international climate change commitments.  "
811,https://hewlett.org/grants/asset-owners-disclosure-project-for-the-global-climate-index/,Asset Owners Disclosure Project,For The Global Climate Index,"$250,000",Environment,7/28/2016,"Asset Owners Disclosure Project works to educate long-term investors about their carbon risk. The goal of the Global Climate Index is to shift investment behavior from the short- to long-term, which will result in more investments that achieve positive environmental impacts. This goal will be achieved by compiling and disseminating information about how institutional investors are managing their climate risk, revealing the leaders and laggards. The index creates peer pressure for funds to improve, resulting in less carbon-intensive investments.  "
812,https://hewlett.org/grants/stanford-university-for-a-workshop-on-regional-integration-of-electricity-markets/,Stanford University,For A Workshop On Regional Integration Of Electricity Markets,"$40,000",Environment,7/28/2016,   
813,https://hewlett.org/grants/western-conservation-foundation-for-general-operating-support-8/,Western Conservation Foundation,For General Operating Support,"$350,000",Environment,7/26/2016,"The Western Conservation Foundation works to build leaders to protect the West’s land, air, and water. This supplemental grant will enable the foundation to continue to engage diverse stakeholders, educate the public and policymakers through outreach to the media, and collaborate with an array of other conservation organizations in support of its goals.  "
814,https://hewlett.org/grants/partnership-project-for-the-climate-action-campaign-2/,Partnership Project,For The Climate Action Campaign,"$1,300,000",Environment,7/26/2016,"The Partnership Project hosts the Climate Action Coalition, a group of national environmental organizations and influential partners that conducts strategic and coordinated communications and organizing activities to support strong climate and clean energy action. The Climate Action Coalition will continue to build public momentum for important policies that keep the U.S. on track to meet its international climate commitments, including the Clean Power Plan, and rules to limit methane pollution and make vehicles more efficient.  "
815,https://hewlett.org/grants/christian-coalition-for-the-young-conservatives-for-energy-reform-project-2/,Christian Coalition,For The Young Conservatives For Energy Reform Project,"$400,000",Environment,7/26/2016,"The Christian Coalition is the fiscal sponsor for Young Conservatives for Energy Reform, an organization that brings together young, professional, and socially conservative leaders in key states to support state and federal clean energy and climate policies. This grant will allow the group to continue building a network of state leaders and members, and organize its annual clean energy and climate summit for conservatives.  "
816,https://hewlett.org/grants/european-climate-foundation-for-global-strategic-climate-communications/,European Climate Foundation,For Global Strategic Climate Communications,"$1,000,000",Environment,7/19/2016,"This grant will fund the European Climate Foundation’s Global Strategic Climate Communications program. This is an international effort that seeks to promote and defend sound climate science; support clean energy solutions to climate change; and communicate the true costs of fossil fuels globally. The program employs a staff of communications professionals who work with grantees in the E.U., Turkey, India, China, Brazil, Australia, and the United States.  "
817,https://hewlett.org/grants/rockefeller-family-fund-for-general-operating-support/,Rockefeller Family Fund,For General Operating Support,"$300,000",Environment,7/18/2016,The Rockefeller Family Fund is a public charity working to avoid the worst impacts of climate change by expanding the use of clean energy and reducing reliance on high-carbon energy.  
818,https://hewlett.org/grants/resources-legacy-fund-for-the-california-drought-action-initiative-0/,Resources Legacy Fund,For The California Drought Action Initiative,"$1,500,000",Environment,7/11/2016,"Despite hope that an El Niño year would alleviate California’s exceptional drought, expectations are that water will once again be scarce in 2016-17. Farmers and urban areas alike will face restrictions, and wildlife that depends on rivers and streams will be stressed. This renewal grant to the Resources Legacy Fund will support its Drought Initiative, an effort to modernize state water policy to better respond to a less predictable water future caused by climate change and the growing demands put on the state’s water supplies. To achieve its goals, the fund will analyze water policy options and educate policymakers, the public, and the press.  "
819,https://hewlett.org/grants/san-francisco-parks-alliance-for-the-blue-greenway-project-1/,San Francisco Parks Alliance,For The Blue Greenway Project,"$600,000",Environment,7/11/2016,"The San Francisco Parks Alliance works to create and improve San Francisco parks with a particular focus on providing high-quality playgrounds and parks in the city’s most disadvantaged communities. This grant will help set a realistic plan and timeframe for completing the Blue Greenway, a 13-mile corridor along San Francisco’s southeast waterfront that will become parks, open spaces, and pedestrian and bicycle pathways. The area comprises some of the poorest neighborhoods in the city with very few safe, well-designed public open spaces for children and adults. Western Conservation"
820,https://hewlett.org/grants/rising-sun-energy-center-for-general-operating-support/,Rising Sun Energy Center,For General Operating Support,"$25,000",Environment,7/11/2016,"Rising Sun Energy Center’s mission is to empower individuals to achieve environmental and economic sustainability for themselves and their communities. This general operating support grant will help bolster its work to employ 15- to 22-year-olds to conduct home energy audits, as well as provide classroom and in-the-field renewable energy training.  "
821,https://hewlett.org/grants/windward-fund-for-the-water-funder-initiative/,Windward Fund,For The Water Funder Initiative,"$300,000",Environment,7/11/2016,"Several foundations have come together to create the Water Funder Initiative. Given the ongoing drought, and the likely adverse impacts climate change will have on water supply, the initiative will help funders better understand how philanthropy can play a role in California and the rest of the West to address the inadequacies of current water policy. This grant will help support this initiative. Western Conservation"
822,https://hewlett.org/grants/public-advocates-for-the-metropolitan-equity-team/,Public Advocates,For The Metropolitan Equity Team,"$140,000",Environment,7/11/2016,"Public Advocates focuses on increasing public transit, affordable housing, and environmental justice in the Bay Area by working at the local, regional, and state level. This grant will complement a set of grants focused on Bay Area implementation of SB 375 (California’s policy for urban planning that will reduce greenhouse gas emissions). During this grant period, Public Advocates will encourage Congestion Management Agencies to increase investment in transit service levels and expanded ridership. This is particularly important for the region’s residents who cannot afford to purchase a car and are dependent on public transportation.  "
823,https://hewlett.org/grants/urban-habitat-program-for-the-equalizing-regional-planning-project/,Urban Habitat Program,For The Equalizing Regional Planning Project,"$50,000",Environment,7/11/2016,"Urban Habitat works to advance equitable transportation, land use, and housing policies in the Bay Area. This grant will support their work to ensure the region’s land-use and transportation plan incorporates equity, environment, and jobs as high priorities, particularly for disadvantaged communities. Through its work with environmental and social justice groups, Urban Habitat aims to improve quality of life in the poorest neighborhoods, while decreasing greenhouse gas emissions and air pollution through improved public transportation and transit-oriented development.  "
824,https://hewlett.org/grants/western-rivers-conservancy-for-the-southern-california-warm-water-rivers-project/,Western Rivers Conservancy,For The Southern California Warm-Water Rivers Project,"$200,000",Environment,7/11/2016,"The goal of the Southern California Warm-Water Rivers Project is to secure protection for the Mojave and Santa Margarita rivers, which are important waterways in the California desert, providing critical habitat and biological diversity. The Western Rivers Conservancy will work to permanently protect and restore the ecological integrity of the Mojave and Santa Margarita rivers through the acquisition and long-term stewardship of private landholdings along the rivers. Western Conservation"
825,https://hewlett.org/grants/walk-san-francisco-foundation-for-general-operating-support/,Walk San Francisco Foundation,For General Operating Support,"$60,000",Environment,7/11/2016,"Walk SF Foundation promotes walking as a safe and sustainable form of transportation, and seeks to improve San Francisco’s walking environment by educating residents, city agencies, and policymakers about the need for more pedestrian-friendly streets. During this grant period, Walk SF Foundation will focus on three primary strategies: (a) Vision Zero, to redesign particularly unsafe streets and intersections, increasing pedestrian safety; (b) increasing walking and walkability; and (c) Safe Routes to Schools, which promotes events to increase students and families to regularly walk, bike, and use public transportation to go to school and back. Many of the city’s most dangerous and heavily trafficked streets are in the most disadvantaged neighborhoods. By making the environment safer for walking and biking in these areas, Walk SF Foundation improves quality of life and reduces pedestrian injuries and deaths.  "
826,https://hewlett.org/grants/solar-richmond-for-general-operating-support/,Solar Richmond,For General Operating Support,"$25,000",Environment,7/11/2016,"Solar Richmond offers solar training and green business opportunities for low-income and under-employed young people. This general operating support grant will enable Solar Richmond to carry out its work to train community members to install solar panels, advocate for more solar throughout Richmond, provide green job training for underserved youth, and partner with solar companies to employee these individuals.  "
827,https://hewlett.org/grants/grid-alternatives-for-the-bay-area-program/,GRID Alternatives,For The Bay Area Program,"$25,000",Environment,7/11/2016,"GRID Alternatives envisions a transition to clean, renewable energy that is inclusive of all people. This grant, focused on GRID Alternative’s Bay Area Program, will support its work to provide rooftop solar systems to low-income homeowners at little to no cost, while at the same time training people who are interested in securing a job in the solar industry.  "
828,https://hewlett.org/grants/greenbelt-alliance-for-the-bay-area-open-spaces-project-1/,Greenbelt Alliance,For The Bay Area Open Spaces Project,"$200,000",Environment,7/11/2016,"Greenbelt Alliance works to protect open space and promote livable communities in the San Francisco Bay Area. Their work aims to ensure the region continues to provide clean air and water, locally grown food, and affordable housing in transit-friendly healthy communities, particularly for the region’s most disadvantaged populations. This grant will specifically support collaboration among key conservation players in the Bay Area to help protect the 3.6 million-acre greenbelt of natural and agricultural lands that provides food, parks, and an urban boundary that prevents sprawl.  "
829,https://hewlett.org/grants/american-rivers-for-the-hydropower-reform-coalition/,American Rivers,For The Hydropower Reform Coalition,"$1,500,000",Environment,7/11/2016,"American Rivers’ Hydropower Reform Coalition is a consortium of more than 150 conservation and recreation groups working to restore and protect rivers through the Federal Energy Regulatory Commission’s hydropower licensing process. This renewal grant will support the Coalition’s efforts to keep more water in rivers, improve water quality, provide better passage for salmon and other fish species, increase recreational opportunities, and provide overall protection of critical watersheds in the West. The Coalition partners with agencies, tribes, and river advocates. Western Conservation"
830,https://hewlett.org/grants/league-of-conservation-voters-education-fund-for-the-public-lands-protection-program/,League of Conservation Voters Education Fund,For The Public Lands Protection Program,"$450,000",Environment,7/11/2016,"This renewal grant will support the League of Conservation Voters Education Fund’s efforts on behalf of the West’s public lands, specifically to encourage the creation of new national monuments, reduce the impact of coal mining on Western public lands, and promote the adoption of a permanent source of federal funding for land purchases. To accomplish these goals, the Fund will enlist help from its members, educate federal policymakers, work closely with other conservation organizations, and communicate to the public through traditional and social media. Western Conservation"
831,https://hewlett.org/grants/grand-canyon-trust-for-general-operating-support-2/,Grand Canyon Trust,For General Operating Support,"$1,350,000",Environment,7/11/2016,"This general support grant renewal will fund the Grand Canyon Trust’s efforts to conserve the public and private land and rivers of the Colorado Plateau, an area encompassing the Grand Canyon and surrounding lands in four states. The grant will also support the trust’s work to reduce oil, gas, and coal development in the area; stimulate renewable energy development; and broaden conservation support among the region’s Native American peoples. Western Conservation"
